,Age,Avg_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Calories_Burned
1,0.5858179158981779,0.5089019924977235,0.643332629156968,1.637633300538053,-0.6890903969440327,0.31079078919107345
2,-0.5625998567898561,-1.5049184081295386,-0.11719791125944672,1.5080687772357397,-0.34431504135880897,-0.6857833416424496
3,-1.1368087431338731,1.4116490686409788,-2.1986499166096354,0.31607516285445647,-0.6890903969440327,-1.3872554240252692
4,-0.07042081135212729,0.9949965719594764,-1.9985103007105784,0.4197267814963069,0.5176233476042515,-1.2711497000446645
6,-0.23448049316470357,1.758859482542231,1.4038631695733825,-1.6273926866802453,-0.34431504135880897,2.739335515785387
7,0.09363887046044901,-0.1855188353047807,0.5232488596175339,0.782507446742785,-1.0338657525292572,0.3688436511813758
8,-0.8907192204150087,-1.1577079942282866,-0.43742129669793745,0.3419880675149186,0.17284799201902779,-0.4825983246763915
9,-0.8907192204150087,-0.5327292492060328,-0.23728168079888073,0.5492913047986203,0.34523566981164006,-0.052039598248316006
11,1.160026802242195,0.5783440752779739,0.042913781459797774,-1.0313958794896032,1.7243370921525365,0.22371149620562
13,0.17566871136673715,-0.5327292492060328,0.1629975509992318,0.005120306928904387,2.069112447737761,-0.11976793723700205
14,-1.546957947665314,1.2033228203002275,0.8434722450560247,-0.30583454899664864,1.379561736567312,1.8201652009389337
15,0.01160902955416086,-0.8799396631072849,-0.03714206489982491,-0.3576603583175738,-0.6890903969440327,-0.3810058161933625
16,-1.628987788571602,1.6199753169817301,0.763416398696402,0.5752042094590833,-0.34431504135880897,1.4137951670068174
17,0.17566871136673715,1.4810911514212293,0.20302547417904315,1.1193752073287992,-1.5510287859070933,0.31562852769026534
18,0.6678477568044661,0.16169157859647137,-0.03714206489982491,1.352591349272963,0.00046031422641552513,-0.37133033919497876
19,1.3240864840547713,1.6199753169817301,0.9235280914156473,-0.6167894049222007,-0.5167027191514205,1.0219383485722768
20,-1.628987788571602,-1.1577079942282866,1.4438910927531938,0.3419880675149186,2.069112447737761,1.1090176415577304
21,-0.07042081135212729,-0.11607675252453027,-0.07716998807963536,-0.48722488161988725,1.0347863809820883,0.2720888811975386
22,0.9139372795233305,1.2033228203002275,0.12296962781942046,1.4303300632543523,0.00046031422641552513,0.14146994171935837
23,-0.8086893795087206,1.6894173997619806,-1.4381193761932203,0.13468483023121783,1.5519494143599244,-0.4729228476780078
24,0.01160902955416086,0.30057574415697225,0.4431930132579112,-0.17627002569433517,-1.0338657525292572,0.5139758061571316
25,0.2576985522730253,1.758859482542231,1.1236677073147032,-0.38357326297803596,-1.206253430321869,1.2638252735318698
26,0.4217582340856016,-0.3244030008652815,-1.638258992092277,-0.09853131171294692,0.34523566981164006,-1.532387579001025
27,1.6522058476799237,-0.6021713319862831,1.3638352463935712,-1.549653972698857,0.5176233476042515,0.8235910701054105
29,-0.480570015883568,-0.6021713319862831,0.6033047059771566,1.2230268259706496,-1.206253430321869,0.25273792720077115
30,-0.5625998567898561,-0.39384508364553195,0.5232488596175339,0.21242354421260518,1.7243370921525365,0.7026476076256141
31,-1.546957947665314,-1.1577079942282866,-0.43742129669793745,0.10877192557075478,-0.5167027191514205,-0.7970513271238624
32,1.242056643148483,0.925554489179226,1.3638352463935712,0.16059773489167997,0.34523566981164006,1.0993421645593466
33,-1.2188385840401614,0.925554489179226,-0.3973933735181261,1.067549398007874,0.00046031422641552513,-0.013337690254781131
36,1.4061163249610593,0.7866703236187251,0.48322093643772257,1.5080687772357397,0.17284799201902779,0.29143983519430605
37,-0.3165103340709917,0.09224949581622097,0.8034443218762133,-0.8759184515268276,0.6900110253968638,1.2106101500407593
38,-1.4649281067590258,0.43945990971747306,0.643332629156968,0.005120306928904387,1.7243370921525365,1.225123365538335
39,0.2576985522730253,1.3422069858607284,0.6833605523367793,-1.523741068038395,0.17284799201902779,1.152557288050457
40,-0.6446296976961443,-0.8799396631072849,1.3638352463935712,0.16059773489167997,-0.861478074736645,0.7268363001215734
41,-1.054778902227585,-0.5327292492060328,-0.23728168079888073,1.8449365378217557,-0.861478074736645,-0.4100322471885136
42,0.33972839317931347,-0.6716134147665336,1.2437514768541371,0.6011171141195455,0.6900110253968638,0.6929721306272304
43,-1.628987788571602,-1.0882659114480362,0.0028858582799864306,0.6529429234404717,-0.5167027191514205,-0.42938320118528106
44,-0.15245065225841542,0.9949965719594764,1.4438910927531938,0.4456396861567699,0.5176233476042515,2.3474786973508466
45,0.5037880749918897,1.2033228203002275,0.2430533973588545,-0.6167894049222007,0.00046031422641552513,0.6639456996320793
46,-1.2188385840401614,1.6199753169817301,-1.1979518371143525,-1.2127862121128428,1.8967247699451488,-0.22619818421922297
47,-1.1368087431338731,-0.8799396631072849,1.083639784134892,-1.264612021433768,0.8623987031894761,0.9542100095835908
48,1.0779969613359068,0.5089019924977235,0.3631371668982885,1.7412849191799036,-0.861478074736645,0.08341707972905606
