,Avg_BPM,Session_Duration (hours),Calories_Burned
1,0.508901992497723,0.6433326291569675,0.3107907891910733
2,-1.504918408129539,-0.11719791125944715,-0.6857833416424497
3,1.4116490686409784,-2.198649916609636,-1.3872554240252695
4,0.994996571959476,-1.998510300710579,-1.2711497000446648
6,1.7588594825422306,1.403863169573382,2.739335515785387
7,-0.18551883530478114,0.5232488596175334,0.36884365118137563
8,-1.157707994228287,-0.4374212966979379,-0.4825983246763917
9,-0.5327292492060333,-0.23728168079888118,-0.052039598248316166
11,0.5783440752779735,0.04291378145979734,0.22371149620561984
13,-0.5327292492060333,0.16299755099923136,-0.11976793723700221
14,1.203322820300227,0.8434722450560243,1.8201652009389335
15,-0.8799396631072853,-0.03714206489982535,-0.38100581619336266
16,1.6199753169817297,0.7634163986964015,1.4137951670068172
17,1.4810911514212288,0.2030254741790427,0.31562852769026517
18,0.16169157859647093,-0.03714206489982535,-0.37133033919497893
19,1.6199753169817297,0.9235280914156468,1.0219383485722766
20,-1.157707994228287,1.4438910927531934,1.1090176415577302
21,-0.11607675252453073,-0.07716998807963579,0.27208888119753843
22,1.203322820300227,0.12296962781942003,0.1414699417193582
23,1.6894173997619801,-1.4381193761932207,-0.47292284767800796
24,0.3005757441569718,0.4431930132579108,0.5139758061571315
25,1.7588594825422306,1.1236677073147028,1.2638252735318696
26,-0.32440300086528195,-1.6382589920922774,-1.5323875790010253
27,-0.6021713319862836,1.3638352463935708,0.8235910701054104
29,-0.6021713319862836,0.6033047059771561,0.252737927200771
30,-0.3938450836455324,0.5232488596175334,0.702647607625614
31,-1.157707994228287,-0.4374212966979379,-0.7970513271238625
32,0.9255544891792256,1.3638352463935708,1.0993421645593464
33,0.9255544891792256,-0.39739337351812654,-0.013337690254781293
36,0.7866703236187247,0.4832209364377221,0.2914398351943059
37,0.09224949581622051,0.8034443218762128,1.2106101500407591
38,0.4394599097174726,0.6433326291569675,1.2251233655383347
39,1.342206985860728,0.6833605523367788,1.1525572880504569
40,-0.8799396631072853,1.3638352463935708,0.7268363001215733
41,-0.5327292492060333,-0.23728168079888118,-0.4100322471885138
42,-0.671613414766534,1.2437514768541367,0.6929721306272303
43,-1.0882659114480366,0.0028858582799859943,-0.4293832011852812
44,0.994996571959476,1.4438910927531934,2.3474786973508466
45,1.203322820300227,0.24305339735885406,0.6639456996320792
46,1.6199753169817297,-1.197951837114353,-0.22619818421922314
47,-0.8799396631072853,1.0836397841348915,0.9542100095835907
48,0.508901992497723,0.36313716689828807,0.08341707972905589
49,0.0228074130359701,-0.4374212966979379,-0.37133033919497893
50,0.994996571959476,1.1236677073147028,1.4670102904979276
52,-0.671613414766534,-0.03714206489982535,-0.33262843120144403
53,0.508901992497723,0.4832209364377221,1.0993421645593464
54,-1.2965921597887877,-1.3180356066537866,-1.513036625004258
56,1.2727649030804775,1.04361186095508,0.97839870207955
57,0.7172282408384743,-0.23728168079888118,0.06406612573228845
59,0.9255544891792256,-2.3187336861490695,-1.8323273659509205
60,-1.3660342425690382,-0.39739337351812654,-1.1550439760640603
61,-0.4632871664257828,-0.23728168079888118,-0.7389984651335602
63,-1.157707994228287,0.36313716689828807,-0.22136044572003127
65,0.508901992497723,-2.0785661470702017,-1.9242443974355659
67,-0.18551883530478114,-0.9978122212152962,-0.9276702666020428
69,1.2727649030804775,0.7233884755165901,1.7282481694542882
71,-0.8799396631072853,1.3238073232137595,0.6978098691264222
72,0.23113366137672137,-0.27730960397869253,-0.1584698452305371
73,-1.2965921597887877,-0.23728168079888118,-0.36649260069578704
74,-0.32440300086528195,-0.03714206489982535,-0.20200949172326382
75,-1.3660342425690382,-0.23728168079888118,-0.7535116806311357
76,-0.11607675252453073,0.9235280914156468,0.27208888119753843
77,-1.0882659114480366,-2.03853822389039,-2.2048332303886937
78,0.3005757441569718,0.16299755099923136,0.21887375770642797
80,1.4810911514212288,0.24305339735885406,0.8284288086046023
82,-1.157707994228287,-1.1178959907547303,-1.3195270850365834
83,-0.32440300086528195,-0.23728168079888118,-0.3277906927022522
84,-0.7410554975467845,-0.03714206489982535,-0.3616548621965952
85,0.994996571959476,0.5232488596175334,0.8913194090940966
86,0.8561124063989751,0.8034443218762128,1.6024669684752997
87,1.7588594825422306,1.2437514768541367,1.3750932590132823
88,0.6477861580582238,-0.19725375761906985,0.47527389816359655
89,-0.9493817458875358,-1.998510300710579,-1.9484330899315252
92,0.4394599097174726,0.4832209364377221,0.5671909296482419
93,1.342206985860728,0.4832209364377221,0.5091380676579396
94,0.6477861580582238,0.4431930132579108,1.1283685955544975
95,1.7588594825422306,-2.238677839789447,-1.8274896274517287
97,1.6894173997619801,0.7634163986964015,1.389606474510858
98,-0.11607675252453073,0.04291378145979734,-0.40519450868932194
100,-1.2271500770085373,0.08294170463960869,-0.07139055224508362
101,0.0228074130359701,1.403863169573382,1.2299611040375267
102,-1.504918408129539,0.24305339735885406,-0.06655281374589175
103,0.9255544891792256,-2.398789532508692,-1.9290821359347579
104,-0.32440300086528195,-0.677588835776806,-0.7341607266343684
108,1.342206985860728,1.0035839377752687,0.9735609635803582
109,0.3700178269372222,-0.5174771430575605,-0.6857833416424497
110,-0.5327292492060333,1.2037235536743254,0.7752136851134919
111,-1.0188238286677862,1.0836397841348915,0.0011755252427942868
114,-0.4632871664257828,-0.5174771430575605,-0.6470814336489149
115,1.4116490686409784,-2.3587616093288806,-1.8033009349557694
116,1.342206985860728,-0.19725375761906985,0.3349794816870326
118,1.6894173997619801,1.0836397841348915,2.3426409588516544
119,0.7866703236187247,-0.47744921987774924,-0.13911889123376964
120,-0.11607675252453073,0.3231092437184767,0.1898473267112768
121,0.508901992497723,0.6033047059771561,1.220285627039143
123,-0.9493817458875358,0.5632767827973448,0.025364217738753587
125,-1.2965921597887877,0.5632767827973448,0.2962775736934977
128,0.6477861580582238,-1.9184544543509563,-1.542063055999409
130,0.8561124063989751,0.4031650900780994,0.24790018870157912
131,-0.5327292492060333,-1.8383986079913337,-1.7452480729654671
134,-0.8799396631072853,1.1236677073147028,0.08825481822824775
135,-0.2549609180850316,0.12296962781942003,-0.03752638275074059
136,1.0644386547397264,0.6833605523367788,1.075153472063387
137,-0.3938450836455324,-1.9184544543509563,-1.77911224245981
138,-1.504918408129539,0.4031650900780994,-0.30360200020629285
140,-0.3938450836455324,-0.9978122212152962,-1.0195872980866882
141,1.5505332342014793,0.4832209364377221,1.0993421645593464
142,-1.2965921597887877,0.9635560145954574,0.17049637271450938
143,-0.6021713319862836,1.1236677073147028,0.6736211766304628
144,-1.157707994228287,-0.677588835776806,-0.6809456031432579
146,-0.4632871664257828,0.5632767827973448,0.28176435819592216
147,1.6199753169817297,-0.27730960397869253,0.320466266189457
148,1.2727649030804775,-1.7583427616317113,-0.9421834820996183
149,0.994996571959476,1.2837794000339482,1.0606402565658115
150,1.6894173997619801,1.2837794000339482,1.9120822324235789
151,1.6894173997619801,-2.398789532508692,-1.5469007944986009
153,1.4116490686409784,0.7233884755165901,1.2735007505302534
154,-1.0188238286677862,-1.2379797602941642,-1.3969309010236532
155,-1.2271500770085373,1.1236677073147028,0.3253040046886489
156,1.4810911514212288,0.36313716689828807,0.4559229441668291
157,-1.64380257369004,-1.878426531171145,-2.2096709688878855
158,1.6894173997619801,0.6433326291569675,1.8491916319340846
159,0.7866703236187247,-0.47744921987774924,-0.5213002326699265
160,-0.2549609180850316,-0.23728168079888118,0.06406612573228845
161,0.8561124063989751,1.403863169573382,1.6073047069744917
162,-0.046634669744280315,0.8835001682358355,1.215447888539951
165,1.203322820300227,-0.39739337351812654,0.08825481822824775
167,0.3005757441569718,0.0028858582799859943,0.12211898772259078
168,0.3700178269372222,0.5232488596175334,0.16082089571612565
169,-1.2271500770085373,-0.8777284516758622,-1.1840704070592114
170,0.5783440752779735,-0.23728168079888118,-0.02785090575235687
171,-1.2271500770085373,-0.19725375761906985,-0.6712701261448741
173,-0.9493817458875358,-0.1572258344392585,-0.8454287121157811
174,-1.0882659114480366,1.2837794000339482,0.5139758061571315
175,-0.8799396631072853,0.24305339735885406,-0.19717175322407196
177,-1.4354763253492886,-1.8383986079913337,-1.9387576129331414
178,0.7866703236187247,-0.1572258344392585,-0.2503868767151824
179,0.23113366137672137,-0.35736545033831524,-0.22619818421922314
183,1.203322820300227,0.5632767827973448,1.520225413989038
185,0.994996571959476,1.2037235536743254,1.4863612444946952
187,-0.6021713319862836,0.24305339735885406,-0.08106602924346733
188,0.5783440752779735,0.9235280914156468,0.5720286681474338
189,-0.8799396631072853,-0.19725375761906985,-0.540651186666694
190,0.6477861580582238,-0.1572258344392585,0.5188135446563233
191,-1.2271500770085373,0.36313716689828807,0.16082089571612565
192,-0.9493817458875358,0.36313716689828807,-0.09074150624185105
193,0.4394599097174726,0.7634163986964015,0.8187533316062187
194,0.3005757441569718,-0.4374212966979379,-0.642243695149723
195,-0.8104975803270349,-2.3187336861490695,-2.1709690608943504
196,0.4394599097174726,1.2437514768541367,0.7752136851134919
198,0.994996571959476,0.16299755099923136,0.9977496560763174
199,-0.671613414766534,0.4832209364377221,0.5333267601538989
200,-0.9493817458875358,-0.4374212966979379,-0.7535116806311357
202,0.994996571959476,1.403863169573382,1.73308590795348
203,-1.4354763253492886,-0.23728168079888118,-1.0679646830786067
206,-1.5743604909097895,0.24305339735885406,-0.09557924474104292
207,-0.6021713319862836,0.16299755099923136,-0.11009246023861849
208,0.994996571959476,0.9235280914156468,1.220285627039143
210,0.8561124063989751,1.3238073232137595,1.5879537529777241
211,-0.5327292492060333,-0.23728168079888118,-0.4100322471885138
213,1.342206985860728,0.5632767827973448,1.0848289490617709
214,-0.3938450836455324,-0.11719791125944715,0.11244351072420705
215,-1.2271500770085373,0.4031650900780994,-0.5600021406634614
216,0.9255544891792256,-0.03714206489982535,0.33014174318784073
217,-1.157707994228287,0.5632767827973448,-0.4197077241868975
218,-0.8104975803270349,0.8434722450560243,0.7800514236126838
219,0.8561124063989751,0.2030254741790427,0.97839870207955
220,-1.5743604909097895,0.2830813205386654,-0.4197077241868975
222,-0.9493817458875358,-2.03853822389039,-1.9774595209266763
224,-1.2965921597887877,1.2837794000339482,0.4075455591749105
226,-1.2271500770085373,-0.19725375761906985,-0.6712701261448741
227,0.994996571959476,-0.557505066237372,-0.13911889123376964
228,-0.3938450836455324,1.2437514768541367,0.3930323436773349
230,1.2727649030804775,0.08294170463960869,1.041289302569044
231,0.3005757441569718,1.2037235536743254,0.6784589151296547
232,1.2727649030804775,0.6033047059771561,0.5865418836450094
234,-1.5743604909097895,0.8835001682358355,-0.01817542875397315
235,-0.3938450836455324,0.24305339735885406,0.006013263741986147
236,-1.4354763253492886,-0.03714206489982535,-0.6325682181513392
238,1.6894173997619801,-0.5975329894171832,0.06406612573228845
239,0.8561124063989751,0.6033047059771561,0.9058326245916721
240,0.23113366137672137,-1.2780076834739758,-1.0728024215777987
241,0.3700178269372222,0.6833605523367788,1.2347988425367185
242,-1.2271500770085373,-0.11719791125944715,-0.5793530946602288
243,-1.0882659114480366,1.0836397841348915,0.8429420241021779
244,0.0228074130359701,0.08294170463960869,0.4849493751619802
245,0.5783440752779735,-1.478147299373032,-1.159881714563252
246,-1.64380257369004,1.04361186095508,0.06406612573228845
247,-1.2965921597887877,-1.3180356066537866,-1.513036625004258
248,-0.4632871664257828,-0.19725375761906985,-0.3858435546925545
249,-1.0188238286677862,-0.8377005284960509,-1.0873156370753743
250,0.23113366137672137,0.7634163986964015,1.2396365810359102
252,0.5783440752779735,1.0035839377752687,1.1477195495512649
253,-1.64380257369004,-0.11719791125944715,-0.7389984651335602
254,-0.8104975803270349,-0.5174771430575605,-0.7680248961287114
255,0.8561124063989751,0.6833605523367788,0.9348590555868233
257,-1.64380257369004,0.7634163986964015,0.286602096695114
258,-1.504918408129539,0.04291378145979734,-0.22619818421922314
259,-0.4632871664257828,-2.4788453788683147,-2.253210615380612
260,1.1338807375199769,-0.3173375271585039,-0.26973783071194984
262,0.4394599097174726,0.6833605523367788,0.7897269006110674
263,0.16169157859647093,0.8034443218762128,0.2962775736934977
264,-0.5327292492060333,-0.5174771430575605,-0.6712701261448741
265,1.4810911514212288,0.8835001682358355,0.9251835785884396
266,0.3005757441569718,-0.27730960397869253,-0.5116247556715428
268,0.8561124063989751,-0.4374212966979379,-0.07622829074427548
270,-0.5327292492060333,1.04361186095508,0.6445947456353117
271,-0.18551883530478114,0.8835001682358355,0.630081530137736
272,0.0228074130359701,-0.8777284516758622,-0.7583494191303276
273,-1.5743604909097895,-0.07716998807963579,-1.0099118210883045
275,-1.3660342425690382,-1.3180356066537866,-1.5565762714969846
277,0.7866703236187247,1.3638352463935708,1.5347386294866137
279,-0.2549609180850316,-1.358063529833598,-0.9808853900931532
280,-0.8104975803270349,1.0035839377752687,0.9203458400892477
281,0.8561124063989751,0.8434722450560243,1.1332063340536893
282,0.0228074130359701,-1.2379797602941642,-1.0679646830786067
284,0.994996571959476,1.3238073232137595,1.6556820919664101
286,0.5783440752779735,0.8835001682358355,1.5395763679858057
287,-0.7410554975467845,-1.3180356066537866,-1.092153375574566
288,0.7866703236187247,-0.1572258344392585,0.5768664066466256
289,-0.5327292492060333,0.9235280914156468,0.49946259065955584
290,-0.2549609180850316,-0.9577842980354849,-1.2179345765535543
292,-0.6021713319862836,1.1236677073147028,1.1380440725528813
293,1.4810911514212288,1.0836397841348915,1.1041799030585382
294,-0.6021713319862836,1.04361186095508,0.5671909296482419
295,-0.32440300086528195,1.04361186095508,0.27692661969673027
296,0.3005757441569718,-0.27730960397869253,-0.12944341423538594
297,0.23113366137672137,1.3638352463935708,0.7752136851134919
298,-1.157707994228287,-2.438817455688503,-2.3499653853644493
299,-0.046634669744280315,-0.4374212966979379,-0.43422093968447306
300,-1.504918408129539,-1.478147299373032,-1.711383903471124
304,-1.5743604909097895,1.2837794000339482,0.26725114269834654
305,-0.671613414766534,0.8835001682358355,0.4462474671684454
306,-0.18551883530478114,0.0028858582799859943,-0.11009246023861849
308,-0.4632871664257828,1.163695630494514,0.7316740386207652
311,1.6894173997619801,-0.5174771430575605,0.10276803372582334
